id,date,user,pc,filename,activity,to_removable_media,from_removable_media,content
F-C1013-11-4,05/13/2011 11:04:00,C1013,PC-C1013,C:\docs\report_4.pdf,File Open,False,False,
F-C1013-11-5,05/13/2011 11:05:00,C1013,PC-C1013,C:\docs\report_5.pdf,File Open,False,False,
F-C1013-11-6,05/13/2011 11:06:00,C1013,PC-C1013,C:\docs\report_6.pdf,File Open,False,False,
F-C1013-11-7,05/13/2011 11:07:00,C1013,PC-C1013,C:\docs\report_7.pdf,File Open,False,False,
F-C1014-11-0,05/13/2011 11:00:00,C1014,PC-C1014,C:\docs\report_0.pdf,File Open,False,False,
F-C1014-11-1,05/13/2011 11:01:00,C1014,PC-C1014,C:\docs\report_1.pdf,File Open,False,False,
F-C1014-11-2,05/13/2011 11:02:00,C1014,PC-C1014,C:\docs\report_2.pdf,File Open,False,False,
F-C1014-11-3,05/13/2011 11:03:00,C1014,PC-C1014,C:\docs\report_3.pdf,File Open,False,False,
F-C1014-11-4,05/13/2011 11:04:00,C1014,PC-C1014,C:\docs\report_4.pdf,File Open,False,False,
F-C1014-11-5,05/13/2011 11:05:00,C1014,PC-C1014,C:\docs\report_5.pdf,File Open,False,False,
F-C1014-11-6,05/13/2011 11:06:00,C1014,PC-C1014,C:\docs\report_6.pdf,File Open,False,False,
F-C1014-11-7,05/13/2011 11:07:00,C1014,PC-C1014,C:\docs\report_7.pdf,File Open,False,False,
F-C1014-11-8,05/13/2011 11:08:00,C1014,PC-C1014,C:\docs\report_8.pdf,File Open,False,False,
F-C1015-11-0,05/13/2011 11:00:00,C1015,PC-C1015,C:\docs\report_0.pdf,File Open,False,False,
F-C1015-11-1,05/13/2011 11:01:00,C1015,PC-C1015,C:\docs\report_1.pdf,File Open,False,False,
F-C1015-11-2,05/13/2011 11:02:00,C1015,PC-C1015,C:\docs\report_2.pdf,File Open,False,False,
F-C1015-11-3,05/13/2011 11:03:00,C1015,PC-C1015,C:\docs\report_3.pdf,File Open,False,False,
F-C1015-11-4,05/13/2011 11:04:00,C1015,PC-C1015,C:\docs\report_4.pdf,File Open,False,False,
F-C1015-11-5,05/13/2011 11:05:00,C1015,PC-C1015,C:\docs\report_5.pdf,File Open,False,False,
F-C1015-11-6,05/13/2011 11:06:00,C1015,PC-C1015,C:\docs\report_6.pdf,File Open,False,False,
F-C1015-11-7,05/13/2011 11:07:00,C1015,PC-C1015,C:\docs\report_7.pdf,File Open,False,False,
F-C1015-11-8,05/13/2011 11:08:00,C1015,PC-C1015,C:\docs\report_8.pdf,File Open,False,False,
F-C1015-11-9,05/13/2011 11:09:00,C1015,PC-C1015,C:\docs\report_9.pdf,File Open,False,False,
F-C1016-11-0,05/13/2011 11:00:00,C1016,PC-C1016,C:\docs\report_0.pdf,File Open,False,False,
F-C1016-11-1,05/13/2011 11:01:00,C1016,PC-C1016,C:\docs\report_1.pdf,File Open,False,False,
F-C1016-11-2,05/13/2011 11:02:00,C1016,PC-C1016,C:\docs\report_2.pdf,File Open,False,False,
F-C1016-11-3,05/13/2011 11:03:00,C1016,PC-C1016,C:\docs\report_3.pdf,File Open,False,False,
F-C1016-11-4,05/13/2011 11:04:00,C1016,PC-C1016,C:\docs\report_4.pdf,File Open,False,False,
F-C1016-11-5,05/13/2011 11:05:00,C1016,PC-C1016,C:\docs\report_5.pdf,File Open,False,False,
F-C1016-11-6,05/13/2011 11:06:00,C1016,PC-C1016,C:\docs\report_6.pdf,File Open,False,False,
F-C1016-11-7,05/13/2011 11:07:00,C1016,PC-C1016,C:\docs\report_7.pdf,File Open,False,False,
F-C1017-11-0,05/13/2011 11:00:00,C1017,PC-C1017,C:\docs\report_0.pdf,File Open,False,False,
F-C1017-11-1,05/13/2011 11:01:00,C1017,PC-C1017,C:\docs\report_1.pdf,File Open,False,False,
F-C1017-11-2,05/13/2011 11:02:00,C1017,PC-C1017,C:\docs\report_2.pdf,File Open,False,False,
F-C1017-11-3,05/13/2011 11:03:00,C1017,PC-C1017,C:\docs\report_3.pdf,File Open,False,False,
F-C1017-11-4,05/13/2011 11:04:00,C1017,PC-C1017,C:\docs\report_4.pdf,File Open,False,False,
F-C1017-11-5,05/13/2011 11:05:00,C1017,PC-C1017,C:\docs\report_5.pdf,File Open,False,False,
F-C1017-11-6,05/13/2011 11:06:00,C1017,PC-C1017,C:\docs\report_6.pdf,File Open,False,False,
F-C1017-11-7,05/13/2011 11:07:00,C1017,PC-C1017,C:\docs\report_7.pdf,File Open,False,False,
F-C1017-11-8,05/13/2011 11:08:00,C1017,PC-C1017,C:\docs\report_8.pdf,File Open,False,False,
F-C1018-11-0,05/13/2011 11:00:00,C1018,PC-C1018,C:\docs\report_0.pdf,File Open,False,False,
F-C1018-11-1,05/13/2011 11:01:00,C1018,PC-C1018,C:\docs\report_1.pdf,File Open,False,False,
F-C1018-11-2,05/13/2011 11:02:00,C1018,PC-C1018,C:\docs\report_2.pdf,File Open,False,False,
F-C1018-11-3,05/13/2011 11:03:00,C1018,PC-C1018,C:\docs\report_3.pdf,File Open,False,False,
F-C1018-11-4,05/13/2011 11:04:00,C1018,PC-C1018,C:\docs\report_4.pdf,File Open,False,False,
F-C1018-11-5,05/13/2011 11:05:00,C1018,PC-C1018,C:\docs\report_5.pdf,File Open,False,False,
F-C1018-11-6,05/13/2011 11:06:00,C1018,PC-C1018,C:\docs\report_6.pdf,File Open,False,False,
F-C1018-11-7,05/13/2011 11:07:00,C1018,PC-C1018,C:\docs\report_7.pdf,File Open,False,False,
F-C1018-11-8,05/13/2011 11:08:00,C1018,PC-C1018,C:\docs\report_8.pdf,File Open,False,False,
F-C1018-11-9,05/13/2011 11:09:00,C1018,PC-C1018,C:\docs\report_9.pdf,File Open,False,False,
F-C1019-11-0,05/13/2011 11:00:00,C1019,PC-C1019,C:\docs\report_0.pdf,File Open,False,False,
F-C1019-11-1,05/13/2011 11:01:00,C1019,PC-C1019,C:\docs\report_1.pdf,File Open,False,False,
F-C1019-11-2,05/13/2011 11:02:00,C1019,PC-C1019,C:\docs\report_2.pdf,File Open,False,False,
F-C1019-11-3,05/13/2011 11:03:00,C1019,PC-C1019,C:\docs\report_3.pdf,File Open,False,False,
F-C1019-11-4,05/13/2011 11:04:00,C1019,PC-C1019,C:\docs\report_4.pdf,File Open,False,False,
F-C1019-11-5,05/13/2011 11:05:00,C1019,PC-C1019,C:\docs\report_5.pdf,File Open,False,False,
F-C1019-11-6,05/13/2011 11:06:00,C1019,PC-C1019,C:\docs\report_6.pdf,File Open,False,False,
F-C1019-11-7,05/13/2011 11:07:00,C1019,PC-C1019,C:\docs\report_7.pdf,File Open,False,False,
F-C1000-12-0,05/14/2011 11:00:00,C1000,PC-C1000,R:\docs\confidential_export_0.pdf,File Copy,True,False,
F-C1000-12-1,05/14/2011 11:01:00,C1000,PC-C1000,R:\docs\confidential_export_1.pdf,File Copy,True,False,
F-C1000-12-2,05/14/2011 11:02:00,C1000,PC-C1000,R:\docs\confidential_export_2.pdf,File Copy,True,False,
F-C1000-12-3,05/14/2011 11:03:00,C1000,PC-C1000,C:\docs\report_3.pdf,File Open,False,False,
F-C1000-12-4,05/14/2011 11:04:00,C1000,PC-C1000,C:\docs\report_4.pdf,File Open,False,False,
F-C1000-12-5,05/14/2011 11:05:00,C1000,PC-C1000,C:\docs\report_5.pdf,File Open,False,False,
F-C1000-12-6,05/14/2011 11:06:00,C1000,PC-C1000,C:\docs\report_6.pdf,File Open,False,False,
F-C1000-12-7,05/14/2011 11:07:00,C1000,PC-C1000,C:\docs\report_7.pdf,File Open,False,False,
F-C1000-12-8,05/14/2011 11:08:00,C1000,PC-C1000,C:\docs\report_8.pdf,File Open,False,False,
F-C1000-12-9,05/14/2011 11:09:00,C1000,PC-C1000,C:\docs\report_9.pdf,File Open,False,False,
F-C1000-12-10,05/14/2011 11:10:00,C1000,PC-C1000,C:\docs\report_10.pdf,File Open,False,False,
F-C1000-12-11,05/14/2011 11:11:00,C1000,PC-C1000,C:\docs\report_11.pdf,File Open,False,False,
F-C1000-12-12,05/14/2011 11:12:00,C1000,PC-C1000,C:\docs\report_12.pdf,File Open,False,False,
F-C1000-12-13,05/14/2011 11:13:00,C1000,PC-C1000,C:\docs\report_13.pdf,File Open,False,False,
F-C1000-12-14,05/14/2011 11:14:00,C1000,PC-C1000,C:\docs\report_14.pdf,File Open,False,False,
F-C1000-12-15,05/14/2011 11:15:00,C1000,PC-C1000,C:\docs\report_15.pdf,File Open,False,False,
F-C1000-12-16,05/14/2011 11:16:00,C1000,PC-C1000,C:\docs\report_16.pdf,File Open,False,False,
F-C1000-12-17,05/14/2011 11:17:00,C1000,PC-C1000,C:\docs\report_17.pdf,File Open,False,False,
F-C1000-12-18,05/14/2011 11:18:00,C1000,PC-C1000,C:\docs\report_18.pdf,File Open,False,False,
F-C1000-12-19,05/14/2011 11:19:00,C1000,PC-C1000,C:\docs\report_19.pdf,File Open,False,False,
F-C1000-12-20,05/14/2011 11:20:00,C1000,PC-C1000,C:\docs\report_20.pdf,File Open,False,False,
F-C1000-12-21,05/14/2011 11:21:00,C1000,PC-C1000,C:\docs\report_21.pdf,File Open,False,False,
F-C1000-12-22,05/14/2011 11:22:00,C1000,PC-C1000,C:\docs\report_22.pdf,File Open,False,False,
F-C1000-12-23,05/14/2011 11:23:00,C1000,PC-C1000,C:\docs\report_23.pdf,File Open,False,False,
F-C1000-12-24,05/14/2011 11:24:00,C1000,PC-C1000,C:\docs\report_24.pdf,File Open,False,False,
F-C1000-12-25,05/14/2011 11:25:00,C1000,PC-C1000,C:\docs\report_25.pdf,File Open,False,False,
F-C1000-12-26,05/14/2011 11:26:00,C1000,PC-C1000,C:\docs\report_26.pdf,File Open,False,False,
F-C1000-12-27,05/14/2011 11:27:00,C1000,PC-C1000,C:\docs\report_27.pdf,File Open,False,False,
F-C1000-12-28,05/14/2011 11:28:00,C1000,PC-C1000,C:\docs\report_28.pdf,File Open,False,False,
F-C1001-12-0,05/14/2011 11:00:00,C1001,PC-C1001,C:\docs\report_0.pdf,File Open,False,False,
F-C1001-12-1,05/14/2011 11:01:00,C1001,PC-C1001,C:\docs\report_1.pdf,File Open,False,False,
F-C1001-12-2,05/14/2011 11:02:00,C1001,PC-C1001,C:\docs\report_2.pdf,File Open,False,False,
F-C1001-12-3,05/14/2011 11:03:00,C1001,PC-C1001,C:\docs\report_3.pdf,File Open,False,False,
F-C1001-12-4,05/14/2011 11:04:00,C1001,PC-C1001,C:\docs\report_4.pdf,File Open,False,False,
F-C1001-12-5,05/14/2011 11:05:00,C1001,PC-C1001,C:\docs\report_5.pdf,File Open,False,False,
F-C1001-12-6,05/14/2011 11:06:00,C1001,PC-C1001,C:\docs\report_6.pdf,File Open,False,False,
F-C1001-12-7,05/14/2011 11:07:00,C1001,PC-C1001,C:\docs\report_7.pdf,File Open,False,False,
F-C1001-12-8,05/14/2011 11:08:00,C1001,PC-C1001,C:\docs\report_8.pdf,File Open,False,False,
F-C1002-12-0,05/14/2011 11:00:00,C1002,PC-C1002,C:\docs\report_0.pdf,File Open,False,False,
F-C1002-12-1,05/14/2011 11:01:00,C1002,PC-C1002,C:\docs\report_1.pdf,File Open,False,False,
F-C1002-12-2,05/14/2011 11:02:00,C1002,PC-C1002,C:\docs\report_2.pdf,File Open,False,False,
F-C1002-12-3,05/14/2011 11:03:00,C1002,PC-C1002,C:\docs\report_3.pdf,File Open,False,False,
F-C1002-12-4,05/14/2011 11:04:00,C1002,PC-C1002,C:\docs\report_4.pdf,File Open,False,False,
F-C1002-12-5,05/14/2011 11:05:00,C1002,PC-C1002,C:\docs\report_5.pdf,File Open,False,False,
F-C1002-12-6,05/14/2011 11:06:00,C1002,PC-C1002,C:\docs\report_6.pdf,File Open,False,False,
F-C1002-12-7,05/14/2011 11:07:00,C1002,PC-C1002,C:\docs\report_7.pdf,File Open,False,False,
F-C1002-12-8,05/14/2011 11:08:00,C1002,PC-C1002,C:\docs\report_8.pdf,File Open,False,False,
F-C1002-12-9,05/14/2011 11:09:00,C1002,PC-C1002,C:\docs\report_9.pdf,File Open,False,False,
F-C1003-12-0,05/14/2011 11:00:00,C1003,PC-C1003,C:\docs\report_0.pdf,File Open,False,False,
F-C1003-12-1,05/14/2011 11:01:00,C1003,PC-C1003,C:\docs\report_1.pdf,File Open,False,False,
F-C1003-12-2,05/14/2011 11:02:00,C1003,PC-C1003,C:\docs\report_2.pdf,File Open,False,False,
F-C1003-12-3,05/14/2011 11:03:00,C1003,PC-C1003,C:\docs\report_3.pdf,File Open,False,False,
F-C1003-12-4,05/14/2011 11:04:00,C1003,PC-C1003,C:\docs\report_4.pdf,File Open,False,False,
F-C1003-12-5,05/14/2011 11:05:00,C1003,PC-C1003,C:\docs\report_5.pdf,File Open,False,False,
F-C1003-12-6,05/14/2011 11:06:00,C1003,PC-C1003,C:\docs\report_6.pdf,File Open,False,False,
F-C1003-12-7,05/14/2011 11:07:00,C1003,PC-C1003,C:\docs\report_7.pdf,File Open,False,False,
F-C1004-12-0,05/14/2011 11:00:00,C1004,PC-C1004,C:\docs\report_0.pdf,File Open,False,False,
F-C1004-12-1,05/14/2011 11:01:00,C1004,PC-C1004,C:\docs\report_1.pdf,File Open,False,False,
F-C1004-12-2,05/14/2011 11:02:00,C1004,PC-C1004,C:\docs\report_2.pdf,File Open,False,False,
F-C1004-12-3,05/14/2011 11:03:00,C1004,PC-C1004,C:\docs\report_3.pdf,File Open,False,False,
F-C1004-12-4,05/14/2011 11:04:00,C1004,PC-C1004,C:\docs\report_4.pdf,File Open,False,False,
F-C1004-12-5,05/14/2011 11:05:00,C1004,PC-C1004,C:\docs\report_5.pdf,File Open,False,False,
F-C1004-12-6,05/14/2011 11:06:00,C1004,PC-C1004,C:\docs\report_6.pdf,File Open,False,False,
F-C1004-12-7,05/14/2011 11:07:00,C1004,PC-C1004,C:\docs\report_7.pdf,File Open,False,False,
F-C1004-12-8,05/14/2011 11:08:00,C1004,PC-C1004,C:\docs\report_8.pdf,File Open,False,False,
F-C1005-12-0,05/14/2011 11:00:00,C1005,PC-C1005,C:\docs\report_0.pdf,File Open,False,False,
F-C1005-12-1,05/14/2011 11:01:00,C1005,PC-C1005,C:\docs\report_1.pdf,File Open,False,False,
F-C1005-12-2,05/14/2011 11:02:00,C1005,PC-C1005,C:\docs\report_2.pdf,File Open,False,False,
F-C1005-12-3,05/14/2011 11:03:00,C1005,PC-C1005,C:\docs\report_3.pdf,File Open,False,False,
F-C1005-12-4,05/14/2011 11:04:00,C1005,PC-C1005,C:\docs\report_4.pdf,File Open,False,False,
F-C1005-12-5,05/14/2011 11:05:00,C1005,PC-C1005,C:\docs\report_5.pdf,File Open,False,False,
F-C1005-12-6,05/14/2011 11:06:00,C1005,PC-C1005,C:\docs\report_6.pdf,File Open,False,False,
F-C1005-12-7,05/14/2011 11:07:00,C1005,PC-C1005,C:\docs\report_7.pdf,File Open,False,False,
F-C1005-12-8,05/14/2011 11:08:00,C1005,PC-C1005,C:\docs\report_8.pdf,File Open,False,False,
F-C1005-12-9,05/14/2011 11:09:00,C1005,PC-C1005,C:\docs\report_9.pdf,File Open,False,False,
F-C1006-12-0,05/14/2011 11:00:00,C1006,PC-C1006,C:\docs\report_0.pdf,File Open,False,False,
F-C1006-12-1,05/14/2011 11:01:00,C1006,PC-C1006,C:\docs\report_1.pdf,File Open,False,False,
F-C1006-12-2,05/14/2011 11:02:00,C1006,PC-C1006,C:\docs\report_2.pdf,File Open,False,False,
F-C1006-12-3,05/14/2011 11:03:00,C1006,PC-C1006,C:\docs\report_3.pdf,File Open,False,False,
F-C1006-12-4,05/14/2011 11:04:00,C1006,PC-C1006,C:\docs\report_4.pdf,File Open,False,False,
F-C1006-12-5,05/14/2011 11:05:00,C1006,PC-C1006,C:\docs\report_5.pdf,File Open,False,False,
F-C1006-12-6,05/14/2011 11:06:00,C1006,PC-C1006,C:\docs\report_6.pdf,File Open,False,False,
F-C1006-12-7,05/14/2011 11:07:00,C1006,PC-C1006,C:\docs\report_7.pdf,File Open,False,False,
F-C1007-12-0,05/14/2011 11:00:00,C1007,PC-C1007,C:\docs\report_0.pdf,File Open,False,False,
F-C1007-12-1,05/14/2011 11:01:00,C1007,PC-C1007,C:\docs\report_1.pdf,File Open,False,False,
F-C1007-12-2,05/14/2011 11:02:00,C1007,PC-C1007,C:\docs\report_2.pdf,File Open,False,False,
F-C1007-12-3,05/14/2011 11:03:00,C1007,PC-C1007,C:\docs\report_3.pdf,File Open,False,False,
F-C1007-12-4,05/14/2011 11:04:00,C1007,PC-C1007,C:\docs\report_4.pdf,File Open,False,False,
F-C1007-12-5,05/14/2011 11:05:00,C1007,PC-C1007,C:\docs\report_5.pdf,File Open,False,False,
F-C1007-12-6,05/14/2011 11:06:00,C1007,PC-C1007,C:\docs\report_6.pdf,File Open,False,False,
F-C1007-12-7,05/14/2011 11:07:00,C1007,PC-C1007,C:\docs\report_7.pdf,File Open,False,False,
F-C1007-12-8,05/14/2011 11:08:00,C1007,PC-C1007,C:\docs\report_8.pdf,File Open,False,False,
F-C1008-12-0,05/14/2011 11:00:00,C1008,PC-C1008,C:\docs\report_0.pdf,File Open,False,False,
F-C1008-12-1,05/14/2011 11:01:00,C1008,PC-C1008,C:\docs\report_1.pdf,File Open,False,False,
F-C1008-12-2,05/14/2011 11:02:00,C1008,PC-C1008,C:\docs\report_2.pdf,File Open,False,False,
F-C1008-12-3,05/14/2011 11:03:00,C1008,PC-C1008,C:\docs\report_3.pdf,File Open,False,False,
F-C1008-12-4,05/14/2011 11:04:00,C1008,PC-C1008,C:\docs\report_4.pdf,File Open,False,False,
F-C1008-12-5,05/14/2011 11:05:00,C1008,PC-C1008,C:\docs\report_5.pdf,File Open,False,False,
F-C1008-12-6,05/14/2011 11:06:00,C1008,PC-C1008,C:\docs\report_6.pdf,File Open,False,False,
F-C1008-12-7,05/14/2011 11:07:00,C1008,PC-C1008,C:\docs\report_7.pdf,File Open,False,False,
F-C1008-12-8,05/14/2011 11:08:00,C1008,PC-C1008,C:\docs\report_8.pdf,File Open,False,False,
F-C1008-12-9,05/14/2011 11:09:00,C1008,PC-C1008,C:\docs\report_9.pdf,File Open,False,False,
F-C1009-12-0,05/14/2011 11:00:00,C1009,PC-C1009,C:\docs\report_0.pdf,File Open,False,False,
F-C1009-12-1,05/14/2011 11:01:00,C1009,PC-C1009,C:\docs\report_1.pdf,File Open,False,False,
F-C1009-12-2,05/14/2011 11:02:00,C1009,PC-C1009,C:\docs\report_2.pdf,File Open,False,False,
F-C1009-12-3,05/14/2011 11:03:00,C1009,PC-C1009,C:\docs\report_3.pdf,File Open,False,False,
F-C1009-12-4,05/14/2011 11:04:00,C1009,PC-C1009,C:\docs\report_4.pdf,File Open,False,False,
F-C1009-12-5,05/14/2011 11:05:00,C1009,PC-C1009,C:\docs\report_5.pdf,File Open,False,False,
F-C1009-12-6,05/14/2011 11:06:00,C1009,PC-C1009,C:\docs\report_6.pdf,File Open,False,False,
F-C1009-12-7,05/14/2011 11:07:00,C1009,PC-C1009,C:\docs\report_7.pdf,File Open,False,False,
F-C1010-12-0,05/14/2011 11:00:00,C1010,PC-C1010,C:\docs\report_0.pdf,File Open,False,False,
F-C1010-12-1,05/14/2011 11:01:00,C1010,PC-C1010,C:\docs\report_1.pdf,File Open,False,False,
F-C1010-12-2,05/14/2011 11:02:00,C1010,PC-C1010,C:\docs\report_2.pdf,File Open,False,False,
F-C1010-12-3,05/14/2011 11:03:00,C1010,PC-C1010,C:\docs\report_3.pdf,File Open,False,False,
F-C1010-12-4,05/14/2011 11:04:00,C1010,PC-C1010,C:\docs\report_4.pdf,File Open,False,False,
F-C1010-12-5,05/14/2011 11:05:00,C1010,PC-C1010,C:\docs\report_5.pdf,File Open,False,False,
F-C1010-12-6,05/14/2011 11:06:00,C1010,PC-C1010,C:\docs\report_6.pdf,File Open,False,False,
F-C1010-12-7,05/14/2011 11:07:00,C1010,PC-C1010,C:\docs\report_7.pdf,File Open,False,False,
F-C1010-12-8,05/14/2011 11:08:00,C1010,PC-C1010,C:\docs\report_8.pdf,File Open,False,False,
F-C1011-12-0,05/14/2011 11:00:00,C1011,PC-C1011,C:\docs\report_0.pdf,File Open,False,False,
F-C1011-12-1,05/14/2011 11:01:00,C1011,PC-C1011,C:\docs\report_1.pdf,File Open,False,False,
F-C1011-12-2,05/14/2011 11:02:00,C1011,PC-C1011,C:\docs\report_2.pdf,File Open,False,False,
F-C1011-12-3,05/14/2011 11:03:00,C1011,PC-C1011,C:\docs\report_3.pdf,File Open,False,False,
F-C1011-12-4,05/14/2011 11:04:00,C1011,PC-C1011,C:\docs\report_4.pdf,File Open,False,False,
F-C1011-12-5,05/14/2011 11:05:00,C1011,PC-C1011,C:\docs\report_5.pdf,File Open,False,False,
F-C1011-12-6,05/14/2011 11:06:00,C1011,PC-C1011,C:\docs\report_6.pdf,File Open,False,False,
F-C1011-12-7,05/14/2011 11:07:00,C1011,PC-C1011,C:\docs\report_7.pdf,File Open,False,False,
F-C1011-12-8,05/14/2011 11:08:00,C1011,PC-C1011,C:\docs\report_8.pdf,File Open,False,False,
F-C1011-12-9,05/14/2011 11:09:00,C1011,PC-C1011,C:\docs\report_9.pdf,File Open,False,False,
F-C1012-12-0,05/14/2011 11:00:00,C1012,PC-C1012,C:\docs\report_0.pdf,File Open,False,False,
F-C1012-12-1,05/14/2011 11:01:00,C1012,PC-C1012,C:\docs\report_1.pdf,File Open,False,False,
F-C1012-12-2,05/14/2011 11:02:00,C1012,PC-C1012,C:\docs\report_2.pdf,File Open,False,False,
F-C1012-12-3,05/14/2011 11:03:00,C1012,PC-C1012,C:\docs\report_3.pdf,File Open,False,False,
F-C1012-12-4,05/14/2011 11:04:00,C1012,PC-C1012,C:\docs\report_4.pdf,File Open,False,False,
F-C1012-12-5,05/14/2011 11:05:00,C1012,PC-C1012,C:\docs\report_5.pdf,File Open,False,False,
F-C1012-12-6,05/14/2011 11:06:00,C1012,PC-C1012,C:\docs\report_6.pdf,File Open,False,False,
F-C1012-12-7,05/14/2011 11:07:00,C1012,PC-C1012,C:\docs\report_7.pdf,File Open,False,False,
F-C1013-12-0,05/14/2011 11:00:00,C1013,PC-C1013,C:\docs\report_0.pdf,File Open,False,False,
F-C1013-12-1,05/14/2011 11:01:00,C1013,PC-C1013,C:\docs\report_1.pdf,File Open,False,False,
F-C1013-12-2,05/14/2011 11:02:00,C1013,PC-C1013,C:\docs\report_2.pdf,File Open,False,False,
F-C1013-12-3,05/14/2011 11:03:00,C1013,PC-C1013,C:\docs\report_3.pdf,File Open,False,False,
F-C1013-12-4,05/14/2011 11:04:00,C1013,PC-C1013,C:\docs\report_4.pdf,File Open,False,False,
F-C1013-12-5,05/14/2011 11:05:00,C1013,PC-C1013,C:\docs\report_5.pdf,File Open,False,False,
F-C1013-12-6,05/14/2011 11:06:00,C1013,PC-C1013,C:\docs\report_6.pdf,File Open,False,False,
F-C1013-12-7,05/14/2011 11:07:00,C1013,PC-C1013,C:\docs\report_7.pdf,File Open,False,False,
F-C1013-12-8,05/14/2011 11:08:00,C1013,PC-C1013,C:\docs\report_8.pdf,File Open,False,False,
F-C1014-12-0,05/14/2011 11:00:00,C1014,PC-C1014,C:\docs\report_0.pdf,File Open,False,False,
F-C1014-12-1,05/14/2011 11:01:00,C1014,PC-C1014,C:\docs\report_1.pdf,File Open,False,False,
F-C1014-12-2,05/14/2011 11:02:00,C1014,PC-C1014,C:\docs\report_2.pdf,File Open,False,False,
F-C1014-12-3,05/14/2011 11:03:00,C1014,PC-C1014,C:\docs\report_3.pdf,File Open,False,False,
F-C1014-12-4,05/14/2011 11:04:00,C1014,PC-C1014,C:\docs\report_4.pdf,File Open,False,False,
F-C1014-12-5,05/14/2011 11:05:00,C1014,PC-C1014,C:\docs\report_5.pdf,File Open,False,False,
F-C1014-12-6,05/14/2011 11:06:00,C1014,PC-C1014,C:\docs\report_6.pdf,File Open,False,False,
F-C1014-12-7,05/14/2011 11:07:00,C1014,PC-C1014,C:\docs\report_7.pdf,File Open,False,False,
F-C1014-12-8,05/14/2011 11:08:00,C1014,PC-C1014,C:\docs\report_8.pdf,File Open,False,False,
F-C1014-12-9,05/14/2011 11:09:00,C1014,PC-C1014,C:\docs\report_9.pdf,File Open,False,False,
F-C1015-12-0,05/14/2011 11:00:00,C1015,PC-C1015,C:\docs\report_0.pdf,File Open,False,False,
F-C1015-12-1,05/14/2011 11:01:00,C1015,PC-C1015,C:\docs\report_1.pdf,File Open,False,False,
F-C1015-12-2,05/14/2011 11:02:00,C1015,PC-C1015,C:\docs\report_2.pdf,File Open,False,False,
F-C1015-12-3,05/14/2011 11:03:00,C1015,PC-C1015,C:\docs\report_3.pdf,File Open,False,False,
F-C1015-12-4,05/14/2011 11:04:00,C1015,PC-C1015,C:\docs\report_4.pdf,File Open,False,False,
F-C1015-12-5,05/14/2011 11:05:00,C1015,PC-C1015,C:\docs\report_5.pdf,File Open,False,False,
F-C1015-12-6,05/14/2011 11:06:00,C1015,PC-C1015,C:\docs\report_6.pdf,File Open,False,False,
F-C1015-12-7,05/14/2011 11:07:00,C1015,PC-C1015,C:\docs\report_7.pdf,File Open,False,False,
F-C1016-12-0,05/14/2011 11:00:00,C1016,PC-C1016,C:\docs\report_0.pdf,File Open,False,False,
F-C1016-12-1,05/14/2011 11:01:00,C1016,PC-C1016,C:\docs\report_1.pdf,File Open,False,False,
F-C1016-12-2,05/14/2011 11:02:00,C1016,PC-C1016,C:\docs\report_2.pdf,File Open,False,False,
F-C1016-12-3,05/14/2011 11:03:00,C1016,PC-C1016,C:\docs\report_3.pdf,File Open,False,False,
F-C1016-12-4,05/14/2011 11:04:00,C1016,PC-C1016,C:\docs\report_4.pdf,File Open,False,False,
F-C1016-12-5,05/14/2011 11:05:00,C1016,PC-C1016,C:\docs\report_5.pdf,File Open,False,False,
F-C1016-12-6,05/14/2011 11:06:00,C1016,PC-C1016,C:\docs\report_6.pdf,File Open,False,False,
F-C1016-12-7,05/14/2011 11:07:00,C1016,PC-C1016,C:\docs\report_7.pdf,File Open,False,False,
F-C1016-12-8,05/14/2011 11:08:00,C1016,PC-C1016,C:\docs\report_8.pdf,File Open,False,False,
F-C1017-12-0,05/14/2011 11:00:00,C1017,PC-C1017,C:\docs\report_0.pdf,File Open,False,False,
F-C1017-12-1,05/14/2011 11:01:00,C1017,PC-C1017,C:\docs\report_1.pdf,File Open,False,False,
F-C1017-12-2,05/14/2011 11:02:00,C1017,PC-C1017,C:\docs\report_2.pdf,File Open,False,False,
F-C1017-12-3,05/14/2011 11:03:00,C1017,PC-C1017,C:\docs\report_3.pdf,File Open,False,False,
F-C1017-12-4,05/14/2011 11:04:00,C1017,PC-C1017,C:\docs\report_4.pdf,File Open,False,False,
F-C1017-12-5,05/14/2011 11:05:00,C1017,PC-C1017,C:\docs\report_5.pdf,File Open,False,False,
F-C1017-12-6,05/14/2011 11:06:00,C1017,PC-C1017,C:\docs\report_6.pdf,File Open,False,False,
F-C1017-12-7,05/14/2011 11:07:00,C1017,PC-C1017,C:\docs\report_7.pdf,File Open,False,False,
F-C1017-12-8,05/14/2011 11:08:00,C1017,PC-C1017,C:\docs\report_8.pdf,File Open,False,False,
F-C1017-12-9,05/14/2011 11:09:00,C1017,PC-C1017,C:\docs\report_9.pdf,File Open,False,False,
F-C1018-12-0,05/14/2011 11:00:00,C1018,PC-C1018,C:\docs\report_0.pdf,File Open,False,False,
F-C1018-12-1,05/14/2011 11:01:00,C1018,PC-C1018,C:\docs\report_1.pdf,File Open,False,False,
F-C1018-12-2,05/14/2011 11:02:00,C1018,PC-C1018,C:\docs\report_2.pdf,File Open,False,False,
